_id,user,specialization,qualifications,experience,hospital,location,state,consultation_fee,about,languages,rating,verification_status,created_at,updated_at,__v
"""6a74b45582e7a429699cd6d7""","""6a74b45582e7a429699cd6d6""","""6a74b45582e7a429699cd4d3""","MBBS, MD","22","Government Medical College Hospital, Thoothukudi","Thoothukudi","Tamil Nadu","950","Experienced Cardiology specialist practicing at Government Medical College Hospital, Thoothukudi. Committed to compassionate, quality healthcare in Thoothukudi.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.911Z""","""2026-08-06T16:20:37.911Z""","0"
"""6a74b45582e7a429699cd6df""","""6a74b45582e7a429699cd6de""","""6a74b45582e7a429699cd4d4""","MBBS, MD","25","Government Medical College Hospital, Thoothukudi","Thoothukudi","Tamil Nadu","1000","Experienced Dermatology specialist practicing at Government Medical College Hospital, Thoothukudi. Committed to compassionate, quality healthcare in Thoothukudi.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.924Z""","""2026-08-06T16:20:37.924Z""","0"
"""6a74b45582e7a429699cd6e7""","""6a74b45582e7a429699cd6e6""","""6a74b45582e7a429699cd4d5""","MBBS, MD","28","Government Medical College Hospital, Thoothukudi","Thoothukudi","Tamil Nadu","500","Experienced Neurology specialist practicing at Government Medical College Hospital, Thoothukudi. Committed to compassionate, quality healthcare in Thoothukudi.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.938Z""","""2026-08-06T16:20:37.938Z""","0"
"""6a74b45582e7a429699cd6ef""","""6a74b45582e7a429699cd6ee""","""6a74b45582e7a429699cd4d6""","MBBS, MD","6","Kauvery Hospital, Cantonment, Tiruchirappalli","Tiruchirappalli","Tamil Nadu","550","Experienced Pediatrics specialist practicing at Kauvery Hospital, Cantonment, Tiruchirappalli. Committed to compassionate, quality healthcare in Tiruchirappalli.","Tamil, English","4.7","approved","""2026-08-06T16:20:37.949Z""","""2026-08-06T16:20:37.949Z""","0"
"""6a74b45582e7a429699cd6f7""","""6a74b45582e7a429699cd6f6""","""6a74b45582e7a429699cd4d7""","MBBS, MD","9","Kauvery Hospital, Cantonment, Tiruchirappalli","Tiruchirappalli","Tamil Nadu","600","Experienced Orthopedics specialist practicing at Kauvery Hospital, Cantonment, Tiruchirappalli. Committed to compassionate, quality healthcare in Tiruchirappalli.","Tamil, English","4.8","approved","""2026-08-06T16:20:37.961Z""","""2026-08-06T16:20:37.961Z""","0"
"""6a74b45582e7a429699cd6ff""","""6a74b45582e7a429699cd6fe""","""6a74b45582e7a429699cd4d8""","MBBS, MD","12","Tirunelveli Medical College Hospital, Tirunelveli","Tirunelveli","Tamil Nadu","650","Experienced General Medicine specialist practicing at Tirunelveli Medical College Hospital, Tirunelveli. Committed to compassionate, quality healthcare in Tirunelveli.","Tamil, English","4.9","approved","""2026-08-06T16:20:37.973Z""","""2026-08-06T16:20:37.973Z""","0"
"""6a74b45582e7a429699cd707""","""6a74b45582e7a429699cd706""","""6a74b45582e7a429699cd4d9""","MBBS, MD","15","Tirunelveli Medical College Hospital, Tirunelveli","Tirunelveli","Tamil Nadu","700","Experienced Psychiatry specialist practicing at Tirunelveli Medical College Hospital, Tirunelveli. Committed to compassionate, quality healthcare in Tirunelveli.","Tamil, English","4.5","approved","""2026-08-06T16:20:37.985Z""","""2026-08-06T16:20:37.985Z""","0"
"""6a74b45582e7a429699cd70f""","""6a74b45582e7a429699cd70e""","""6a74b45582e7a429699cd4da""","MBBS, MD","18","Government Head Quarters Hospital, Tirupathur","Tirupathur","Tamil Nadu","750","Experienced Gynecology specialist practicing at Government Head Quarters Hospital, Tirupathur. Committed to compassionate, quality healthcare in Tirupathur.","Tamil, English","4.6","approved","""2026-08-06T16:20:37.996Z""","""2026-08-06T16:20:37.996Z""","0"
"""6a74b45682e7a429699cd717""","""6a74b45682e7a429699cd716""","""6a74b45582e7a429699cd4d3""","MBBS, MD","21","Government Head Quarters Hospital, Tirupathur","Tirupathur","Tamil Nadu","800","Experienced Cardiology specialist practicing at Government Head Quarters Hospital, Tirupathur. Committed to compassionate, quality healthcare in Tirupathur.","Tamil, English","4.7","approved","""2026-08-06T16:20:38.010Z""","""2026-08-06T16:20:38.010Z""","0"
"""6a74b45682e7a429699cd71f""","""6a74b45682e7a429699cd71e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","24","Government Head Quarters Hospital, Tirupathur","Tirupathur","Tamil Nadu","850","Experienced Dermatology specialist practicing at Government Head Quarters Hospital, Tirupathur. Committed to compassionate, quality healthcare in Tirupathur.","Tamil, English","4.8","approved","""2026-08-06T16:20:38.024Z""","""2026-08-06T16:20:38.024Z""","0"
"""6a74b45682e7a429699cd727""","""6a74b45682e7a429699cd726""","""6a74b45582e7a429699cd4d5""","MBBS, MD","27","Revathi Medical Center, Tiruppur","Tiruppur","Tamil Nadu","900","Experienced Neurology specialist practicing at Revathi Medical Center, Tiruppur. Committed to compassionate, quality healthcare in Tiruppur.","Tamil, English","4.9","approved","""2026-08-06T16:20:38.034Z""","""2026-08-06T16:20:38.034Z""","0"
"""6a74b45682e7a429699cd72f""","""6a74b45682e7a429699cd72e""","""6a74b45582e7a429699cd4d6""","MBBS, MD","5","Revathi Medical Center, Tiruppur","Tiruppur","Tamil Nadu","950","Experienced Pediatrics specialist practicing at Revathi Medical Center, Tiruppur. Committed to compassionate, quality healthcare in Tiruppur.","Tamil, English","4.5","approved","""2026-08-06T16:20:38.047Z""","""2026-08-06T16:20:38.047Z""","0"
"""6a74b45682e7a429699cd737""","""6a74b45682e7a429699cd736""","""6a74b45582e7a429699cd4d7""","MBBS, MD","8","Government Medical College Hospital, Tiruvallur","Tiruvallur","Tamil Nadu","1000","Experienced Orthopedics specialist practicing at Government Medical College Hospital, Tiruvallur. Committed to compassionate, quality healthcare in Tiruvallur.","Tamil, English","4.6","approved","""2026-08-06T16:20:38.059Z""","""2026-08-06T16:20:38.059Z""","0"
"""6a74b45682e7a429699cd73f""","""6a74b45682e7a429699cd73e""","""6a74b45582e7a429699cd4d8""","MBBS, MD","11","Government Medical College Hospital, Tiruvallur","Tiruvallur","Tamil Nadu","500","Experienced General Medicine specialist practicing at Government Medical College Hospital, Tiruvallur. Committed to compassionate, quality healthcare in Tiruvallur.","Tamil, English","4.7","approved","""2026-08-06T16:20:38.070Z""","""2026-08-06T16:20:38.070Z""","0"
"""6a74b45682e7a429699cd747""","""6a74b45682e7a429699cd746""","""6a74b45582e7a429699cd4d9""","MBBS, MD","14","Government Medical College Hospital, Tiruvannamalai","Tiruvannamalai","Tamil Nadu","550","Experienced Psychiatry specialist practicing at Government Medical College Hospital, Tiruvannamalai. Committed to compassionate, quality healthcare in Tiruvannamalai.","Tamil, English","4.8","approved","""2026-08-06T16:20:38.083Z""","""2026-08-06T16:20:38.083Z""","0"
"""6a74b45682e7a429699cd74f""","""6a74b45682e7a429699cd74e""","""6a74b45582e7a429699cd4da""","MBBS, MD","17","Government Medical College Hospital, Tiruvannamalai","Tiruvannamalai","Tamil Nadu","600","Experienced Gynecology specialist practicing at Government Medical College Hospital, Tiruvannamalai. Committed to compassionate, quality healthcare in Tiruvannamalai.","Tamil, English","4.9","approved","""2026-08-06T16:20:38.095Z""","""2026-08-06T16:20:38.095Z""","0"
"""6a74b45682e7a429699cd757""","""6a74b45682e7a429699cd756""","""6a74b45582e7a429699cd4d3""","MBBS, MD","20","Government Medical College Hospital, Tiruvannamalai","Tiruvannamalai","Tamil Nadu","650","Experienced Cardiology specialist practicing at Government Medical College Hospital, Tiruvannamalai. Committed to compassionate, quality healthcare in Tiruvannamalai.","Tamil, English","4.5","approved","""2026-08-06T16:20:38.107Z""","""2026-08-06T16:20:38.107Z""","0"
"""6a74b45682e7a429699cd75f""","""6a74b45682e7a429699cd75e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","23","Government Tiruvarur Medical College Hospital","Tiruvarur","Tamil Nadu","700","Experienced Dermatology specialist practicing at Government Tiruvarur Medical College Hospital. Committed to compassionate, quality healthcare in Tiruvarur.","Tamil, English","4.6","approved","""2026-08-06T16:20:38.117Z""","""2026-08-06T16:20:38.117Z""","0"
"""6a74b45682e7a429699cd767""","""6a74b45682e7a429699cd766""","""6a74b45582e7a429699cd4d5""","MBBS, MD","26","Government Tiruvarur Medical College Hospital","Tiruvarur","Tamil Nadu","750","Experienced Neurology specialist practicing at Government Tiruvarur Medical College Hospital. Committed to compassionate, quality healthcare in Tiruvarur.","Tamil, English","4.7","approved","""2026-08-06T16:20:38.129Z""","""2026-08-06T16:20:38.129Z""","0"
"""6a74b45682e7a429699cd76f""","""6a74b45682e7a429699cd76e""","""6a74b45582e7a429699cd4d6""","MBBS, MD","29","Christian Medical College (CMC), Vellore","Vellore","Tamil Nadu","800","Experienced Pediatrics specialist practicing at Christian Medical College (CMC), Vellore. Committed to compassionate, quality healthcare in Vellore.","Tamil, English","4.8","approved","""2026-08-06T16:20:38.141Z""","""2026-08-06T16:20:38.141Z""","0"
"""6a74b45682e7a429699cd777""","""6a74b45682e7a429699cd776""","""6a74b45582e7a429699cd4d7""","MBBS, MD","7","Christian Medical College (CMC), Vellore","Vellore","Tamil Nadu","850","Experienced Orthopedics specialist practicing at Christian Medical College (CMC), Vellore. Committed to compassionate, quality healthcare in Vellore.","Tamil, English","4.9","approved","""2026-08-06T16:20:38.151Z""","""2026-08-06T16:20:38.151Z""","0"
"""6a74b45682e7a429699cd77f""","""6a74b45682e7a429699cd77e""","""6a74b45582e7a429699cd4d8""","MBBS, MD","10","Government Villupuram Medical College Hospital","Viluppuram","Tamil Nadu","900","Experienced General Medicine specialist practicing at Government Villupuram Medical College Hospital. Committed to compassionate, quality healthcare in Viluppuram.","Tamil, English","4.5","approved","""2026-08-06T16:20:38.165Z""","""2026-08-06T16:20:38.165Z""","0"
"""6a74b45682e7a429699cd787""","""6a74b45682e7a429699cd786""","""6a74b45582e7a429699cd4d9""","MBBS, MD","13","Government Villupuram Medical College Hospital","Viluppuram","Tamil Nadu","950","Experienced Psychiatry specialist practicing at Government Villupuram Medical College Hospital. Committed to compassionate, quality healthcare in Viluppuram.","Tamil, English","4.6","approved","""2026-08-06T16:20:38.176Z""","""2026-08-06T16:20:38.176Z""","0"
"""6a74b45682e7a429699cd78f""","""6a74b45682e7a429699cd78e""","""6a74b45582e7a429699cd4da""","MBBS, MD","16","Government Villupuram Medical College Hospital","Viluppuram","Tamil Nadu","1000","Experienced Gynecology specialist practicing at Government Villupuram Medical College Hospital. Committed to compassionate, quality healthcare in Viluppuram.","Tamil, English","4.7","approved","""2026-08-06T16:20:38.189Z""","""2026-08-06T16:20:38.189Z""","0"
"""6a74b45682e7a429699cd797""","""6a74b45682e7a429699cd796""","""6a74b45582e7a429699cd4d3""","MBBS, MD","19","Government Medical College Hospital, Virudhunagar","Virudhunagar","Tamil Nadu","500","Experienced Cardiology specialist practicing at Government Medical College Hospital, Virudhunagar. Committed to compassionate, quality healthcare in Virudhunagar.","Tamil, English","4.8","approved","""2026-08-06T16:20:38.199Z""","""2026-08-06T16:20:38.199Z""","0"
"""6a74b45682e7a429699cd79f""","""6a74b45682e7a429699cd79e""","""6a74b45582e7a429699cd4d4""","MBBS, MD","22","Government Medical College Hospital, Virudhunagar","Virudhunagar","Tamil Nadu","550","Experienced Dermatology specialist practicing at Government Medical College Hospital, Virudhunagar. Committed to compassionate, quality healthcare in Virudhunagar.","Tamil, English","4.9","approved","""2026-08-06T16:20:38.211Z""","""2026-08-06T16:20:38.211Z""","0"
